ref,name,type,category_slugs,primary_pincode,description_en,description_ta,description_hi,address,state,district,pincode,lat,lng,coverage_pincodes,vertical_slug,product_name,specs_json,product_category,milk_type,fat_percent,pack_size,price_display
amul,Amul,shop,dairy;shop,641402,Amul milk and dairy products distributed through retail outlets across Coimbatore.,கோயம்புத்தூர் முழுவதும் சில்லறை கடைகள் வழியாக விநியோகிக்கப்படும் அமுல் பால் மற்றும் பால் பொருட்கள்.,कोयंबटूर भर में रिटेल आउटलेट के ज़रिए वितरित अमूल दूध और डेयरी उत्पाद।,"Sanganoor Road, Pollachi",,,642001,,,642001,milk,Amul Taaza Toned Milk,,milk,toned,3.0,500ml,₹28/500ml
amul,Amul,shop,dairy;shop,641402,Amul milk and dairy products distributed through retail outlets across Coimbatore.,கோயம்புத்தூர் முழுவதும் சில்லறை கடைகள் வழியாக விநியோகிக்கப்படும் அமுல் பால் மற்றும் பால் பொருட்கள்.,कोयंबटूर भर में रिटेल आउटलेट के ज़रिए वितरित अमूल दूध और डेयरी उत्पाद।,"Vilankurichi Road, Pollachi East",,,642002,,,642002,milk,Amul Cow Milk,,milk,cow,4.0,1l,₹62/1l
amul,Amul,shop,dairy;shop,641402,Amul milk and dairy products distributed through retail outlets across Coimbatore.,கோயம்புத்தூர் முழுவதும் சில்லறை கடைகள் வழியாக விநியோகிக்கப்படும் அமுல் பால் மற்றும் பால் பொருட்கள்.,कोयंबटूर भर में रिटेल आउटलेट के ज़रिए वितरित अमूल दूध और डेयरी उत्पाद।,"Race Course Road, Valparai",,,642126,,,642126,milk,Amul Instant Milk Powder,,milk-powder,,,,₹255/500g
heritage,Heritage,shop,dairy;shop,642127,Heritage packaged milk and curd available at dairy retail points in Coimbatore.,கோயம்புத்தூரில் பால் சில்லறை விற்பனை மையங்களில் கிடைக்கும் ஹெரிடேஜ் பேக்கெட் பால் மற்றும் தயிர்.,कोयंबटूर में डेयरी रिटेल पॉइंट्स पर उपलब्ध हेरिटेज पैकेज्ड दूध और दही।,"Dr Nanjappa Road, Valparai Town",,,642127,,,642127,milk,Heritage Toned Milk,,milk,toned,3.0,500ml,₹30/500ml
heritage,Heritage,shop,dairy;shop,642127,Heritage packaged milk and curd available at dairy retail points in Coimbatore.,கோயம்புத்தூரில் பால் சில்லறை விற்பனை மையங்களில் கிடைக்கும் ஹெரிடேஜ் பேக்கெட் பால் மற்றும் தயிர்.,कोयंबटूर में डेयरी रिटेल पॉइंट्स पर उपलब्ध हेरिटेज पैकेज्ड दूध और दही।,"Trichy Road, Tiruppur",,Tiruppur,641604,,,641604,milk,Heritage Full Cream Milk,,milk,cow,4.0,500ml,₹35/500ml
heritage,Heritage,shop,dairy;shop,642127,Heritage packaged milk and curd available at dairy retail points in Coimbatore.,கோயம்புத்தூரில் பால் சில்லறை விற்பனை மையங்களில் கிடைக்கும் ஹெரிடேஜ் பேக்கெட் பால் மற்றும் தயிர்.,कोयंबटूर में डेयरी रिटेल पॉइंट्स पर उपलब्ध हेरिटेज पैकेज्ड दूध और दही।,"Avinashi Road, Palladam",,Tiruppur,638051,,,638051,milk,Heritage Set Yogurt,,yogurt,,,,₹25/100g
heritage,Heritage,shop,dairy;shop,642127,Heritage packaged milk and curd available at dairy retail points in Coimbatore.,கோயம்புத்தூரில் பால் சில்லறை விற்பனை மையங்களில் கிடைக்கும் ஹெரிடேஜ் பேக்கெட் பால் மற்றும் தயிர்.,कोयंबटूर में डेयरी रिटेल पॉइंट्स पर उपलब्ध हेरिटेज पैकेज्ड दूध और दही।,"Mettupalayam Road, Town Hall",,,641001,,,641001,,,,,,,,
dodla,Dodla Dairy,shop,dairy;shop,641002,Dodla Dairy packaged milk supplied through retail counters in and around Coimbatore.,கோயம்புத்தூர் மற்றும் அதைச் சுற்றியுள்ள பகுதிகளில் சில்லறை கடைகள் வழியாக வழங்கப்படும் தோட்லா டெய்ரி பேக்கெட் பால்.,कोयंबटूर और आसपास रिटेल काउंटरों के ज़रिए आपूर्ति किया जाने वाला डोडला डेयरी पैकेज्ड दूध।,"Sathy Road, Ram Nagar",,,641002,,,641002;641001,milk,Dodla Full Cream Milk,,milk,cow,4.0,500ml,₹35/500ml
dodla,Dodla Dairy,shop,dairy;shop,641002,Dodla Dairy packaged milk supplied through retail counters in and around Coimbatore.,கோயம்புத்தூர் மற்றும் அதைச் சுற்றியுள்ள பகுதிகளில் சில்லறை கடைகள் வழியாக வழங்கப்படும் தோட்லா டெய்ரி பேக்கெட் பால்.,कोयंबटूर और आसपास रिटेल काउंटरों के ज़रिए आपूर्ति किया जाने वाला डोडला डेयरी पैकेज्ड दूध।,"Cross Cut Road, R.S. Puram",,,641004,,,641004;641001,milk,Dodla Toned Milk,,milk,toned,3.0,500ml,₹29/500ml
dodla,Dodla Dairy,shop,dairy;shop,641002,Dodla Dairy packaged milk supplied through retail counters in and around Coimbatore.,கோயம்புத்தூர் மற்றும் அதைச் சுற்றியுள்ள பகுதிகளில் சில்லறை கடைகள் வழியாக வழங்கப்படும் தோட்லா டெய்ரி பேக்கெட் பால்.,कोयंबटूर और आसपास रिटेल काउंटरों के ज़रिए आपूर्ति किया जाने वाला डोडला डेयरी पैकेज्ड दूध।,"Big Bazaar Street, Singanallur",,,641005,,,641005;641001,milk,Dodla Sweet Lassi,,lassi,,,250ml,₹25/250ml
dodla,Dodla Dairy,shop,dairy;shop,641002,Dodla Dairy packaged milk supplied through retail counters in and around Coimbatore.,கோயம்புத்தூர் மற்றும் அதைச் சுற்றியுள்ள பகுதிகளில் சில்லறை கடைகள் வழியாக வழங்கப்படும் தோட்லா டெய்ரி பேக்கெட் பால்.,कोयंबटूर और आसपास रिटेल काउंटरों के ज़रिए आपूर्ति किया जाने वाला डोडला डेयरी पैकेज्ड दूध।,"Sungam Bypass, Ramanathapuram",,,641006,,,641006;641001,,,,,,,,
thirumala,Thirumala Milk,shop,dairy;shop,641007,Thirumala Milk packaged cow and toned milk distributed across the Coimbatore area.,கோயம்புத்தூர் பகுதி முழுவதும் விநியோகிக்கப்படும் திருமலா பேக்கெட் பசும்பால் மற்றும் டோன்ட் பால்.,कोयंबटूर क्षेत्र भर में वितरित तिरुमला पैकेज्ड गाय का दूध और टोंड दूध।,"Sungam Bypass, Uppilipalayam",,,641007,,,641007;641001,milk,Thirumala Toned Milk,,milk,toned,3.0,500ml,₹30/500ml
thirumala,Thirumala Milk,shop,dairy;shop,641007,Thirumala Milk packaged cow and toned milk distributed across the Coimbatore area.,கோயம்புத்தூர் பகுதி முழுவதும் விநியோகிக்கப்படும் திருமலா பேக்கெட் பசும்பால் மற்றும் டோன்ட் பால்.,कोयंबटूर क्षेत्र भर में वितरित तिरुमला पैकेज्ड गाय का दूध और टोंड दूध।,"Pollachi Main Road, Gandhipuram",,,641009,,,641009;641001,milk,Thirumala Full Cream Milk,,milk,cow,4.0,1l,₹66/1l
thirumala,Thirumala Milk,shop,dairy;shop,641007,Thirumala Milk packaged cow and toned milk distributed across the Coimbatore area.,கோயம்புத்தூர் பகுதி முழுவதும் விநியோகிக்கப்படும் திருமலா பேக்கெட் பசும்பால் மற்றும் டோன்ட் பால்.,कोयंबटूर क्षेत्र भर में वितरित तिरुमला पैकेज्ड गाय का दूध और टोंड दूध।,"Thadagam Road, Ganapathy",,,641011,,,641011;641001,milk,Thirumala Badam Flavoured Milk,,flavoured-milk,,,,₹30/180ml
milkymist,Milky Mist,shop,dairy;shop,641012,"Milky Mist dairy products including curd, paneer and packaged milk sold in Coimbatore retail stores.","கோயம்புத்தூர் சில்லறை கடைகளில் விற்கப்படும் மில்க்கி மிஸ்ட் தயிர், பன்னீர் மற்றும் பேக்கெட் பால் உள்ளிட்ட பால் பொருட்கள்.","कोयंबटूर रिटेल स्टोरों में बिकने वाले मिल्की मिस्ट के दही, पनीर और पैकेज्ड दूध सहित डेयरी उत्पाद।","Marudhamalai Road, Peelamedu",,,641012,,,641012;641001,milk,Milky Mist Toned Milk,,milk,toned,3.0,500ml,₹31/500ml
milkymist,Milky Mist,shop,dairy;shop,641012,"Milky Mist dairy products including curd, paneer and packaged milk sold in Coimbatore retail stores.","கோயம்புத்தூர் சில்லறை கடைகளில் விற்கப்படும் மில்க்கி மிஸ்ட் தயிர், பன்னீர் மற்றும் பேக்கெட் பால் உள்ளிட்ட பால் பொருட்கள்.","कोयंबटूर रिटेल स्टोरों में बिकने वाले मिल्की मिस्ट के दही, पनीर और पैकेज्ड दूध सहित डेयरी उत्पाद।","Bharathiar Road, Ondipudur",,,641015,,,641015,milk,Milky Mist Cow Milk,,milk,cow,4.0,500ml,₹35/500ml
milkymist,Milky Mist,shop,dairy;shop,641012,"Milky Mist dairy products including curd, paneer and packaged milk sold in Coimbatore retail stores.","கோயம்புத்தூர் சில்லறை கடைகளில் விற்கப்படும் மில்க்கி மிஸ்ட் தயிர், பன்னீர் மற்றும் பேக்கெட் பால் உள்ளிட்ட பால் பொருட்கள்.","कोयंबटूर रिटेल स्टोरों में बिकने वाले मिल्की मिस्ट के दही, पनीर और पैकेज्ड दूध सहित डेयरी उत्पाद।","Perur Main Road, Rathinapuri",,,641018,,,641018;641001,milk,Milky Mist Cheese Block,,cheese,,,,₹135/200g
vend0,"Sri Balaji Milk Supply, Town Hall",vendor,dairy,641001,"Sri Balaji Milk Supply, Town Hall supplies fresh cow and buffalo milk to homes around Town Hall, with daily morning doorstep delivery.",Town Hall பகுதியில் உள்ள வீடுகளுக்கு தினமும் காலையில் புதிய பசும்பால் மற்றும் எருமைப்பால் டெலிவரி செய்யும் விற்பனையாளர்.,Town Hall के आसपास घरों को रोज़ सुबह ताज़ा गाय का दूध और भैंस का दूध पहुँचाने वाला दूध विक्रेता।,"Trichy Road, Town Hall",,,641001,,,641001;641005,milk,Fresh Cow Milk,,milk,cow,4.0,500ml,₹34/500ml
vend1,"Sri Amman Milk Supply, Ram Nagar",vendor,dairy,641002,A neighbourhood milk vendor in Ram Nagar offering doorstep delivery of fresh milk across nearby pincodes.,Ram Nagar பகுதியில் அருகிலுள்ள பின்கோடுகளுக்கு புதிய பாலை வீட்டு வாசலில் வழங்கும் பால் விற்பனையாளர்.,Ram Nagar में आसपास के पिनकोड तक ताज़ा दूध की घर पहुँच डिलीवरी देने वाला दूध विक्रेता।,"Avinashi Road, Ram Nagar",,,641002,,,641002;641001,milk,Fresh Buffalo Milk,,milk,buffalo,6.5,500ml,₹44/500ml
vend2,"Sri Murugan Milk Supply, R.S. Puram",vendor,dairy,641004,"Sri Murugan Milk Supply, R.S. Puram provides a daily fresh milk supply to households in and around R.S. Puram.",R.S. Puram மற்றும் அதைச் சுற்றியுள்ள வீடுகளுக்கு தினமும் புதிய பால் வழங்கும் வணிகம்.,R.S. Puram और आसपास के घरों को रोज़ ताज़ा दूध की आपूर्ति करने वाला व्यवसाय।,"Mettupalayam Road, R.S. Puram",,,641004,,,641004;641007;641001,milk,Farm Fresh Cow Milk,,milk,cow,4.0,1l,₹64/1l
vend3,"Saibaba Milk Supply, Singanallur",vendor,dairy,641005,Local dairy supplier serving Singanallur with fresh cow milk and buffalo milk on a daily delivery route.,Singanallur பகுதிக்கு தினசரி டெலிவரி வழியில் புதிய பசும்பால் மற்றும் எருமைப்பால் வழங்கும் உள்ளூர் பால் விற்பனையாளர்.,Singanallur क्षेत्र में रोज़ाना डिलीवरी रूट पर ताज़ा गाय का दूध और भैंस का दूध देने वाला स्थानीय दूध आपूर्तिकर्ता।,"Sathy Road, Singanallur",,,641005,,,641005;641001,milk,A2 Cow Milk,,milk,a2,4.3,500ml,₹52/500ml
vend4,"Sri Vinayaga Milk Supply, Ramanathapuram",vendor,dairy,641006,"Sri Vinayaga Milk Supply, Ramanathapuram runs a home delivery milk service covering Ramanathapuram and the surrounding streets.",Ramanathapuram மற்றும் சுற்றியுள்ள தெருக்களுக்கு வீட்டு டெலிவரி பால் சேவை வழங்கும் விற்பனையாளர்.,Ramanathapuram और आसपास की गलियों तक घर डिलीवरी दूध सेवा देने वाला विक्रेता।,"Cross Cut Road, Ramanathapuram",,,641006,,,641006;641011;641001,milk,Toned Milk,,milk,toned,3.0,500ml,₹28/500ml
vend5,"Annapoorna Milk Supply, Uppilipalayam",vendor,dairy,641007,"Annapoorna Milk Supply, Uppilipalayam supplies fresh cow and buffalo milk to homes around Uppilipalayam, with daily morning doorstep delivery.",Uppilipalayam பகுதியில் உள்ள வீடுகளுக்கு தினமும் காலையில் புதிய பசும்பால் மற்றும் எருமைப்பால் டெலிவரி செய்யும் விற்பனையாளர்.,Uppilipalayam के आसपास घरों को रोज़ सुबह ताज़ा गाय का दूध और भैंस का दूध पहुँचाने वाला दूध विक्रेता।,"Big Bazaar Street, Uppilipalayam",,,641007,,,641007;641001,milk,Organic Cow Milk,,milk,organic,4.1,500ml,₹56/500ml
vend6,"Kongu Milk Supply, Gandhipuram",vendor,dairy,641009,A neighbourhood milk vendor in Gandhipuram offering doorstep delivery of fresh milk across nearby pincodes.,Gandhipuram பகுதியில் அருகிலுள்ள பின்கோடுகளுக்கு புதிய பாலை வீட்டு வாசலில் வழங்கும் பால் விற்பனையாளர்.,Gandhipuram में आसपास के पिनकोड तक ताज़ा दूध की घर पहुँच डिलीवरी देने वाला दूध विक्रेता।,"Sungam Bypass, Gandhipuram",,,641009,,,641009;641015;641001,milk,Fresh Cow Milk,,milk,cow,4.0,500ml,₹34/500ml
vend7,"Velan Milk Supply, Ganapathy",vendor,dairy,641011,"Velan Milk Supply, Ganapathy provides a daily fresh milk supply to households in and around Ganapathy.",Ganapathy மற்றும் அதைச் சுற்றியுள்ள வீடுகளுக்கு தினமும் புதிய பால் வழங்கும் வணிகம்.,Ganapathy और आसपास के घरों को रोज़ ताज़ा दूध की आपूर्ति करने वाला व्यवसाय।,"Pollachi Main Road, Ganapathy",,,641011,,,641011;641001,milk,Fresh Buffalo Milk,,milk,buffalo,6.5,500ml,₹44/500ml
